,weight
2034,1881.0
2035,1881.0
2036,1881.0
2037,1881.0
2038,1881.0
2039,1881.0
2040,1881.0
2041,1641.0
2042,1641.0
2043,1641.0
2044,1641.0
2045,673.0
2046,673.0
2047,673.0
2048,673.0
2049,673.0
2050,673.0
2051,673.0
2052,673.0
2053,673.0
2054,1001.0
2055,1001.0
2056,1001.0
2057,1001.0
2058,1001.0
2059,1001.0
2060,1001.0
2061,1001.0
2062,1001.0
2063,1001.0
2064,2548.0
2065,3060.0
2066,727.0
2067,727.0
2068,727.0
2069,943.0
2070,2180.0
2071,2180.0
2072,2180.0
2073,2180.0
2074,2180.0
2075,2180.0
2076,2180.0
2077,5585.0
2078,5585.0
2079,4555.0
2080,1304.0
2081,1304.0
2082,1304.0
2083,1656.0
2084,1656.0
2085,1656.0
2086,715.0
2087,1508.0
2088,1508.0
2089,1508.0
2090,1508.0
2091,1508.0
2092,1508.0
2093,3530.0
2094,3530.0
2095,3530.0
2096,3530.0
2097,5170.0
2098,1300.0
2099,1300.0
2100,1300.0
2101,1300.0
2102,1595.0
2103,1595.0
2104,1595.0
2105,3053.0
2106,310.0
2107,310.0
2108,310.0
2109,950.0
2110,950.0
2111,2670.0
2112,2670.0
2113,2670.0
2114,736.0
2115,736.0
2116,736.0
2117,736.0
2118,736.0
2119,736.0
2120,736.0
2121,736.0
2122,736.0
2123,736.0
2124,736.0
2125,736.0
2126,736.0
2127,736.0
2128,736.0
2129,736.0
2130,736.0
2131,736.0
2132,1745.0
2133,1745.0
2134,1745.0
2135,777.0
2136,777.0
2137,777.0
2138,777.0
2139,777.0
2140,777.0
2141,777.0
2142,777.0
2143,777.0
2144,777.0
2145,777.0
2146,777.0
2147,777.0
2148,777.0
2149,777.0
2150,777.0
2151,777.0
2152,777.0
2153,777.0
2154,777.0
2155,777.0
2156,777.0
2157,777.0
2158,777.0
2159,777.0
2160,772.0
2161,772.0
2162,772.0
2163,772.0
2164,772.0
2165,772.0
2166,772.0
2167,772.0
2168,772.0
2169,772.0
2170,772.0
2171,772.0
2172,772.0
2173,772.0
2174,772.0
2175,772.0
2176,772.0
2177,772.0
2178,772.0
2179,772.0
2180,772.0
2181,772.0
2182,772.0
2183,1673.0
2184,1673.0
2185,1673.0
2186,1673.0
2187,1673.0
2188,1673.0
2189,3078.0
2190,3078.0
2191,2487.0
2192,2487.0
2193,2487.0
2194,494.0
2195,494.0
2196,494.0
2197,494.0
2198,494.0
2199,494.0
2200,494.0
2201,494.0
2202,714.0
2203,714.0
2204,714.0
2205,714.0
2206,714.0
2207,714.0
2208,714.0
2209,714.0
2210,714.0
2211,714.0
2212,714.0
2213,714.0
2214,714.0
2215,714.0
2216,714.0
2217,714.0
2218,625.0
2219,625.0
2220,625.0
2221,625.0
2222,625.0
2223,625.0
2224,625.0
2225,625.0
2226,625.0
2227,625.0
2228,625.0
2229,625.0
2230,625.0
2231,625.0
2232,625.0
2233,625.0
2234,790.0
2235,790.0
2236,790.0
2237,790.0
2238,790.0
2239,790.0
2240,790.0
2241,790.0
2242,790.0
2243,790.0
2244,1411.0
2245,1411.0
2246,1411.0
2247,1411.0
2248,1411.0
2249,995.0
2250,995.0
2251,995.0
2252,995.0
2253,995.0
2254,995.0
2255,995.0
2256,995.0
2257,995.0
2258,995.0
2259,995.0
2260,995.0
2261,995.0
2262,994.0
2263,994.0
2264,994.0
2265,994.0
2266,994.0
2267,994.0
2268,994.0
2269,1720.0
2270,1720.0
2271,1720.0
2272,1720.0
2273,1720.0
2274,1720.0
2275,1720.0
2276,1720.0
2277,1720.0
2278,670.0
2279,670.0
2280,670.0
2281,670.0
2282,670.0
2283,670.0
2284,670.0
2285,670.0
2286,670.0
2287,670.0
2288,670.0
2289,670.0
2290,670.0
2291,670.0
2292,670.0
2293,670.0
2294,670.0
2295,670.0
2296,670.0
2297,1156.0
2298,1156.0
2299,1156.0
2300,1156.0
2301,1156.0
2302,1156.0
2303,1156.0
2304,1156.0
2305,1156.0
2306,1156.0
2307,4590.0
2308,4590.0
2309,841.0
2310,841.0
2311,841.0
2312,841.0
2313,841.0
2314,841.0
2315,841.0
2316,841.0
2317,841.0
2318,841.0
2319,841.0
2320,841.0
2321,841.0
2322,2165.0
2323,2165.0
2324,499.0
2325,499.0
2326,499.0
2327,499.0
2328,499.0
2329,499.0
2330,499.0
2331,499.0
2332,499.0
2333,499.0
2334,499.0
2335,499.0
2336,499.0
2337,499.0
2338,499.0
2339,499.0
2340,499.0
2341,499.0
2342,499.0
2343,499.0
2344,499.0
2345,499.0
2346,499.0
2347,499.0
2348,499.0
2349,353.0
2350,353.0
2351,353.0
2352,353.0
2353,353.0
2354,353.0
2355,353.0
2356,353.0
2357,353.0
2358,353.0
2359,353.0
2360,353.0
2361,353.0
2362,353.0
2363,353.0
2364,353.0
2365,353.0
2366,353.0
2367,353.0
2368,353.0
2369,353.0
2370,353.0
2371,353.0
2372,353.0
2373,353.0
2374,353.0
2375,756.0
2376,756.0
2377,756.0
2378,756.0
2379,756.0
2380,756.0
2381,756.0
2382,756.0
2383,756.0
2384,756.0
2385,756.0
2386,756.0
2387,756.0
2388,756.0
2389,943.0
2390,943.0
2391,943.0
2392,1185.0
2393,1185.0
2394,1185.0
2395,1185.0
2396,1185.0
2397,1185.0
2398,1185.0
2399,1185.0
2400,1185.0
2401,1185.0
2402,1185.0
2403,6510.0
2404,1194.0
2405,1194.0
2406,1194.0
2407,1194.0
2408,1194.0
2409,1194.0
2410,1194.0
2411,916.0
2412,916.0
2413,916.0
2414,916.0
2415,916.0
2416,916.0
2417,916.0
2418,916.0
2419,916.0
2420,1353.0
2421,1353.0
2422,1353.0
2423,1353.0
2424,1353.0
2425,1353.0
2426,2605.0
2427,1051.0
2428,1051.0
2429,1051.0
2430,1051.0
2431,1051.0
2432,1051.0
2433,1051.0
2434,1051.0
2435,1051.0
2436,1051.0
2437,1051.0
2438,1051.0
2439,1051.0
2440,1051.0
2441,1698.0
2442,1698.0
2443,1698.0
2444,1698.0
2445,1698.0
2446,1698.0
2447,1698.0
2448,809.0
2449,809.0
2450,809.0
2451,809.0
2452,809.0
2453,809.0
2454,809.0
2455,809.0
2456,809.0
2457,809.0
2458,986.0
2459,986.0
2460,986.0
2461,986.0
2462,986.0
2463,986.0
2464,986.0
2465,859.0
2466,859.0
2467,859.0
2468,859.0
2469,859.0
2470,859.0
2471,859.0
2472,859.0
2473,859.0
2474,1137.0
2475,1137.0
2476,1137.0
2477,1137.0
2478,1137.0
2479,1137.0
2480,1137.0
2481,1137.0
2482,1137.0
2483,1137.0
2484,1137.0
2485,1137.0
2486,1137.0
2487,1137.0
2488,1137.0
2489,1485.0
2490,1485.0
2491,1485.0
2492,1485.0
2493,1485.0
2494,1485.0
2495,1485.0
2496,1485.0
2497,1485.0
2498,1485.0
2499,1485.0
2500,1119.0
2501,1119.0
2502,1119.0
2503,587.0
2504,587.0
2505,587.0
2506,587.0
2507,587.0
2508,587.0
2509,587.0
2510,587.0
2511,587.0
2512,808.0
2513,808.0
2514,808.0
2515,808.0
2516,808.0
2517,808.0
2518,808.0
2519,808.0
2520,808.0
2521,808.0
2522,750.0
2523,916.0
2524,916.0
2525,916.0
2526,916.0
2527,1320.0
2528,1320.0
2529,1320.0
2530,1320.0
2531,1320.0
2532,1320.0
2533,2100.0
2534,462.0
2535,462.0
2536,462.0
2537,462.0
2538,462.0
2539,462.0
2540,454.0
2541,454.0
2542,454.0
2543,454.0
2544,454.0
2545,454.0
2546,454.0
2547,2685.0
2548,9615.0
2549,6860.0
2550,2380.0
2551,1560.0
2552,1514.0
2553,1514.0
2554,1514.0
2555,1514.0
2556,1326.0
2557,1326.0
2558,1326.0
2559,1326.0
2560,1535.0
2561,1535.0
2562,1535.0
2563,1535.0
2564,609.0
2565,609.0
2566,609.0
2567,609.0
2568,1753.0
2569,1665.0
2570,750.0
2571,2700.0
2572,2700.0
2573,2700.0
2574,2700.0
2575,2700.0
2576,2700.0
2577,2700.0
2578,2700.0
2579,2700.0
2580,2700.0
2581,2700.0
2582,2700.0
2583,2700.0
2584,2700.0
2585,2700.0
2586,2700.0
2587,2700.0
2588,2700.0
2589,730.0
2590,730.0
2591,730.0
2592,730.0
2593,730.0
2594,730.0
2595,730.0
2596,730.0
2597,730.0
2598,730.0
2599,730.0
2600,730.0
2601,730.0
2602,730.0
2603,730.0
2604,730.0
2605,730.0
2606,730.0
2607,730.0
2608,730.0
2609,730.0
2610,730.0
2611,730.0
2612,730.0
2613,730.0
2614,730.0
2615,730.0
2616,730.0
2617,730.0
2618,730.0
2619,730.0
2620,730.0
2621,730.0
2622,730.0
2623,730.0
2624,730.0
2625,730.0
2626,730.0
2627,730.0
2628,730.0
2629,730.0
2630,730.0
2631,730.0
2632,730.0
2633,730.0
2634,730.0
2635,730.0
2636,730.0
2637,730.0
2638,730.0
2639,730.0
2640,730.0
2641,730.0
2642,730.0
2643,730.0
2644,730.0
2645,730.0
2646,730.0
2647,730.0
2648,730.0
2649,730.0
2650,730.0
2651,730.0
2652,730.0
2653,730.0
2654,730.0
2655,730.0
2656,730.0
2657,730.0
2658,730.0
2659,730.0
2660,730.0
2661,730.0
2662,730.0
2663,730.0
2664,730.0
2665,730.0
2666,730.0
2667,730.0
2668,730.0
2669,730.0
2670,730.0
2671,730.0
2672,730.0
2673,730.0
2674,730.0
2675,730.0
2676,730.0
2677,1011.0
2678,1011.0
2679,1011.0
2680,1011.0
2681,1011.0
2682,1011.0
2683,1011.0
2684,1011.0
2685,1011.0
2686,1011.0
2687,1011.0
2688,1011.0
2689,1011.0
2690,1011.0
2691,1011.0
2692,1011.0
2693,1011.0
2694,1011.0
2695,1011.0
2696,1011.0
2697,1011.0
2698,1011.0
2699,1011.0
2700,1011.0
2701,799.0
2702,799.0
2703,799.0
2704,799.0
2705,799.0
2706,799.0
2707,799.0
2708,799.0
2709,799.0
2710,799.0
2711,799.0
2712,799.0
2713,799.0
2714,799.0
2715,799.0
2716,799.0
2717,799.0
2718,799.0
2719,799.0
2720,799.0
2721,799.0
2722,799.0
2723,799.0
2724,799.0
2725,799.0
2726,799.0
2727,799.0
2728,799.0
2729,799.0
2730,799.0
2731,799.0
2732,799.0
2733,799.0
2734,799.0
2735,799.0
2736,799.0
2737,799.0
2738,799.0
2739,799.0
2740,799.0
2741,799.0
2742,799.0
2743,799.0
2744,799.0
2745,799.0
2746,799.0
2747,799.0
2748,799.0
2749,799.0
2750,799.0
2751,799.0
2752,799.0
2753,799.0
2754,799.0
2755,799.0
2756,799.0
2757,799.0
2758,799.0
2759,799.0
2760,799.0
2761,799.0
2762,799.0
2763,799.0
2764,799.0
2765,799.0
2766,799.0
2767,799.0
2768,799.0
2769,799.0
2770,799.0
2771,799.0
2772,799.0
2773,799.0
2774,799.0
2775,799.0
2776,799.0
2777,799.0
2778,799.0
2779,799.0
2780,799.0
2781,799.0
2782,799.0
2783,799.0
2784,799.0
2785,799.0
2786,799.0
2787,799.0
2788,799.0
2789,799.0
2790,799.0
2791,799.0
2792,799.0
2793,799.0
2794,799.0
2795,799.0
2796,799.0
2797,799.0
2798,799.0
2799,799.0
2800,799.0
2801,799.0
2802,799.0
2803,799.0
2804,799.0
2805,799.0
2806,799.0
2807,799.0
2808,799.0
2809,799.0
2810,799.0
2811,799.0
2812,799.0
2813,799.0
2814,799.0
2815,799.0
2816,799.0
2817,799.0
2818,799.0
2819,799.0
2820,799.0
2821,799.0
2822,799.0
2823,799.0
2824,799.0
2825,649.0
2826,649.0
2827,649.0
2828,649.0
2829,649.0
2830,649.0
2831,649.0
2832,649.0
2833,649.0
2834,649.0
2835,649.0
2836,649.0
2837,649.0
2838,649.0
2839,649.0
2840,649.0
2841,649.0
2842,649.0
2843,649.0
2844,649.0
2845,649.0
2846,649.0
2847,649.0
2848,649.0
2849,649.0
2850,649.0
2851,649.0
2852,649.0
2853,649.0
2854,649.0
2855,649.0
2856,649.0
2857,649.0
2858,649.0
2859,649.0
2860,649.0
2861,649.0
2862,649.0
2863,649.0
2864,649.0
2865,649.0
2866,649.0
2867,649.0
2868,649.0
2869,649.0
2870,649.0
2871,649.0
2872,649.0
2873,649.0
2874,649.0
2875,649.0
2876,649.0
2877,649.0
2878,649.0
2879,649.0
2880,649.0
2881,649.0
2882,649.0
2883,649.0
2884,649.0
2885,649.0
2886,649.0
2887,649.0
2888,649.0
2889,649.0
2890,649.0
2891,649.0
2892,649.0
2893,649.0
2894,649.0
2895,649.0
2896,649.0
2897,649.0
2898,649.0
2899,649.0
2900,649.0
2901,649.0
2902,649.0
2903,649.0
2904,649.0
2905,649.0
2906,649.0
2907,649.0
2908,649.0
2909,649.0
2910,649.0
2911,649.0
2912,649.0
2913,649.0
2914,649.0
2915,649.0
2916,649.0
2917,649.0
2918,649.0
2919,649.0
2920,649.0
2921,649.0
2922,649.0
2923,649.0
2924,649.0
2925,649.0
2926,649.0
2927,649.0
2928,649.0
2929,649.0
2930,649.0
2931,649.0
2932,649.0
2933,649.0
2934,649.0
2935,649.0
2936,649.0
2937,649.0
2938,649.0
2939,649.0
2940,649.0
2941,649.0
2942,649.0
2943,649.0
2944,649.0
2945,649.0
2946,649.0
2947,649.0
2948,649.0
2949,649.0
2950,649.0
2951,649.0
2952,748.0
2953,748.0
2954,748.0
2955,748.0
2956,748.0
2957,748.0
2958,748.0
2959,748.0
2960,748.0
2961,748.0
2962,748.0
2963,748.0
2964,748.0
2965,748.0
2966,748.0
2967,748.0
2968,748.0
2969,748.0
2970,748.0
2971,748.0
2972,748.0
2973,748.0
2974,748.0
2975,748.0
2976,748.0
2977,748.0
2978,748.0
2979,748.0
2980,748.0
2981,748.0
2982,748.0
2983,748.0
2984,748.0
2985,748.0
2986,748.0
2987,748.0
2988,748.0
2989,748.0
2990,748.0
2991,748.0
2992,748.0
2993,748.0
2994,748.0
2995,748.0
2996,748.0
2997,748.0
2998,748.0
2999,748.0
3000,748.0
3001,748.0
3002,748.0
3003,748.0
3004,748.0
3005,748.0
3006,748.0
3007,748.0
3008,748.0
3009,748.0
3010,748.0
3011,748.0
3012,748.0
3013,748.0
3014,748.0
3015,748.0
3016,748.0
3017,748.0
3018,748.0
3019,748.0
3020,748.0
3021,748.0
3022,748.0
3023,748.0
3024,748.0
3025,748.0
3026,748.0
3027,748.0
3028,748.0
3029,748.0
3030,748.0
3031,748.0
3032,748.0
3033,3413.0
3034,3413.0
3035,3413.0
3036,3413.0
3037,3413.0
3038,3413.0
3039,3413.0
3040,3413.0
3041,3413.0
3042,3413.0
3043,3413.0
3044,664.0
3045,664.0
3046,664.0
3047,664.0
3048,664.0
3049,664.0
3050,664.0
3051,664.0
3052,664.0
3053,664.0
3054,664.0
3055,664.0
3056,664.0
3057,664.0
3058,664.0
3059,664.0
3060,664.0
3061,664.0
3062,664.0
3063,664.0
3064,664.0
3065,664.0
3066,664.0
3067,664.0
3068,664.0
3069,664.0
3070,664.0
3071,664.0
3072,664.0
3073,664.0
3074,664.0
3075,664.0
3076,664.0
3077,664.0
3078,664.0
3079,664.0
3080,664.0
3081,664.0
3082,664.0
3083,664.0
3084,664.0
3085,664.0
3086,664.0
3087,664.0
3088,664.0
3089,664.0
3090,664.0
3091,664.0
3092,664.0
3093,664.0
3094,664.0
3095,664.0
3096,664.0
3097,664.0
3098,664.0
3099,664.0
3100,664.0
3101,664.0
3102,664.0
3103,664.0
3104,664.0
3105,694.0
3106,694.0
3107,694.0
3108,694.0
3109,694.0
3110,694.0
3111,694.0
3112,694.0
3113,694.0
3114,694.0
3115,694.0
3116,694.0
3117,694.0
3118,694.0
3119,694.0
3120,694.0
3121,694.0
3122,694.0
3123,694.0
3124,694.0
3125,694.0
3126,694.0
3127,694.0
3128,694.0
3129,694.0
3130,694.0
3131,694.0
3132,694.0
3133,694.0
3134,694.0
3135,694.0
3136,694.0
3137,841.0
3138,841.0
3139,841.0
3140,841.0
3141,841.0
3142,841.0
3143,841.0
3144,841.0
3145,841.0
3146,841.0
3147,841.0
3148,841.0
3149,841.0
3150,841.0
3151,841.0
3152,841.0
3153,841.0
3154,841.0
3155,841.0
3156,841.0
3157,841.0
3158,841.0
3159,841.0
3160,841.0
3161,841.0
3162,841.0
3163,841.0
3164,841.0
3165,841.0
3166,841.0
3167,841.0
3168,841.0
3169,841.0
3170,841.0
3171,841.0
3172,841.0
3173,841.0
3174,841.0
3175,841.0
3176,841.0
3177,841.0
3178,841.0
3179,841.0
3180,841.0
3181,841.0
3182,841.0
3183,841.0
3184,841.0
3185,841.0
3186,841.0
3187,841.0
3188,841.0
3189,841.0
3190,841.0
3191,841.0
3192,841.0
3193,841.0
3194,841.0
3195,841.0
3196,841.0
3197,841.0
3198,841.0
3199,841.0
3200,841.0
3201,841.0
3202,841.0
3203,841.0
3204,841.0
3205,841.0
3206,841.0
3207,841.0
3208,841.0
3209,841.0
3210,841.0
3211,841.0
3212,841.0
3213,841.0
3214,841.0
3215,841.0
3216,539.0
3217,539.0
3218,539.0
3219,539.0
3220,539.0
3221,539.0
3222,539.0
3223,539.0
3224,539.0
3225,539.0
3226,539.0
3227,539.0
3228,539.0
3229,539.0
3230,539.0
3231,539.0
3232,539.0
3233,539.0
3234,539.0
3235,539.0
3236,539.0
3237,539.0
3238,539.0
3239,539.0
3240,539.0
3241,539.0
3242,539.0
3243,539.0
3244,539.0
3245,539.0
3246,539.0
3247,539.0
3248,539.0
3249,539.0
3250,539.0
3251,539.0
3252,539.0
3253,539.0
3254,539.0
3255,539.0
3256,539.0
3257,539.0
3258,539.0
3259,539.0
3260,539.0
3261,539.0
3262,539.0
3263,539.0
3264,539.0
3265,539.0
3266,539.0
3267,539.0
3268,539.0
3269,539.0
3270,539.0
3271,539.0
3272,539.0
3273,539.0
3274,539.0
3275,539.0
3276,539.0
3277,539.0
3278,539.0
3279,539.0
3280,539.0
3281,539.0
3282,539.0
3283,539.0
3284,539.0
3285,539.0
3286,539.0
3287,539.0
3288,539.0
3289,539.0
3290,539.0
3291,539.0
3292,539.0
3293,539.0
3294,539.0
3295,539.0
3296,539.0
3297,539.0
3298,539.0
3299,539.0
3300,539.0
3301,539.0
3302,539.0
3303,539.0
3304,539.0
3305,539.0
3306,539.0
3307,539.0
3308,539.0
3309,627.0
3310,627.0
3311,627.0
3312,627.0
3313,627.0
3314,627.0
3315,627.0
3316,627.0
3317,627.0
3318,627.0
3319,627.0
3320,627.0
3321,627.0
3322,627.0
3323,627.0
3324,627.0
3325,627.0
3326,627.0
3327,627.0
3328,627.0
3329,627.0
3330,627.0
3331,627.0
3332,627.0
3333,627.0
3334,627.0
3335,627.0
3336,627.0
3337,627.0
3338,627.0
3339,627.0
3340,627.0
3341,627.0
3342,627.0
3343,627.0
3344,627.0
3345,627.0
3346,627.0
3347,627.0
3348,627.0
3349,627.0
3350,627.0
3351,627.0
3352,627.0
3353,627.0
3354,627.0
3355,627.0
3356,627.0
3357,627.0
3358,627.0
3359,627.0
3360,627.0
3361,627.0
3362,627.0
3363,627.0
3364,627.0
3365,627.0
3366,627.0
3367,627.0
3368,627.0
3369,627.0
3370,627.0
3371,627.0
3372,627.0
3373,627.0
3374,627.0
3375,627.0
3376,627.0
3377,627.0
3378,6020.0
3379,6020.0
3380,6020.0
3381,6020.0
3382,6020.0
3383,6020.0
3384,6020.0
3385,6020.0
3386,6020.0
3387,6020.0
3388,6020.0
3389,813.0
3390,813.0
3391,813.0
3392,813.0
3393,813.0
3394,813.0
3395,813.0
3396,813.0
3397,813.0
3398,813.0
3399,813.0
3400,813.0
3401,813.0
3402,813.0
3403,813.0
3404,813.0
3405,813.0
3406,813.0
3407,813.0
3408,813.0
3409,813.0
3410,813.0
3411,813.0
3412,813.0
3413,813.0
3414,813.0
3415,813.0
3416,813.0
3417,813.0
3418,813.0
3419,813.0
3420,813.0
3421,813.0
3422,813.0
3423,813.0
3424,813.0
3425,813.0
3426,813.0
3427,813.0
3428,813.0
3429,813.0
3430,813.0
3431,813.0
3432,813.0
3433,813.0
3434,813.0
3435,813.0
3436,813.0
3437,813.0
3438,813.0
3439,813.0
3440,813.0
3441,813.0
3442,813.0
3443,813.0
3444,813.0
3445,813.0
3446,813.0
3447,813.0
3448,813.0
3449,813.0
3450,813.0
3451,813.0
3452,813.0
3453,813.0
3454,813.0
3455,813.0
3456,813.0
3457,813.0
3458,772.0
3459,772.0
3460,772.0
3461,772.0
3462,772.0
3463,772.0
3464,772.0
3465,772.0
3466,772.0
3467,772.0
3468,772.0
3469,772.0
3470,772.0
3471,772.0
3472,772.0
3473,772.0
3474,772.0
3475,772.0
3476,772.0
3477,772.0
3478,772.0
3479,772.0
3480,772.0
3481,772.0
3482,772.0
3483,772.0
3484,772.0
3485,772.0
3486,772.0
3487,772.0
3488,772.0
3489,772.0
3490,772.0
3491,772.0
3492,772.0
3493,772.0
3494,772.0
3495,772.0
3496,772.0
3497,772.0
3498,772.0
3499,852.0
3500,852.0
3501,852.0
3502,852.0
3503,852.0
3504,852.0
3505,852.0
3506,852.0
3507,852.0
3508,852.0
3509,852.0
3510,852.0
3511,852.0
3512,852.0
3513,852.0
3514,852.0
3515,852.0
3516,852.0
3517,852.0
3518,852.0
3519,852.0
3520,852.0
3521,852.0
3522,852.0
3523,852.0
3524,852.0
3525,852.0
3526,852.0
3527,852.0
3528,852.0
3529,852.0
3530,852.0
3531,852.0
3532,852.0
3533,852.0
3534,852.0
3535,852.0
3536,852.0
3537,852.0
3538,852.0
3539,852.0
3540,852.0
3541,852.0
3542,852.0
3543,852.0
3544,852.0
3545,852.0
3546,852.0
3547,852.0
3548,852.0
3549,852.0
3550,852.0
3551,852.0
3552,852.0
3553,852.0
3554,852.0
3555,852.0
3556,852.0
3557,852.0
3558,852.0
3559,852.0
3560,852.0
3561,852.0
3562,852.0
3563,852.0
3564,852.0
3565,852.0
3566,852.0
3567,852.0
3568,852.0
3569,852.0
3570,852.0
3571,852.0
3572,852.0
3573,852.0
3574,852.0
3575,852.0
3576,852.0
3577,852.0
3578,852.0
3579,852.0
3580,852.0
3581,852.0
3582,852.0
3583,852.0
3584,852.0
3585,852.0
3586,852.0
3587,852.0
3588,852.0
3589,852.0
3590,852.0
3591,852.0
3592,852.0
3593,852.0
3594,852.0
3595,852.0
3596,852.0
3597,728.0
3598,728.0
3599,728.0
3600,728.0
3601,728.0
3602,728.0
3603,728.0
3604,728.0
3605,728.0
3606,728.0
3607,728.0
3608,728.0
3609,728.0
3610,728.0
3611,728.0
3612,728.0
3613,728.0
3614,728.0
3615,728.0
3616,728.0
3617,728.0
3618,728.0
3619,728.0
3620,728.0
3621,728.0
3622,728.0
3623,728.0
3624,728.0
3625,728.0
3626,728.0
3627,728.0
3628,728.0
3629,728.0
3630,728.0
3631,728.0
3632,728.0
3633,728.0
3634,728.0
3635,728.0
3636,728.0
3637,728.0
3638,728.0
3639,728.0
3640,728.0
3641,728.0
3642,728.0
3643,728.0
3644,728.0
3645,728.0
3646,728.0
3647,728.0
3648,728.0
3649,728.0
3650,728.0
3651,728.0
3652,728.0
3653,728.0
3654,728.0
3655,728.0
3656,728.0
3657,728.0
3658,728.0
3659,728.0
3660,728.0
3661,728.0
3662,728.0
3663,728.0
3664,728.0
3665,728.0
3666,728.0
3667,728.0
3668,728.0
3669,728.0
3670,728.0
3671,728.0
3672,728.0
3673,728.0
3674,728.0
3675,728.0
3676,728.0
3677,728.0
3678,728.0
3679,728.0
3680,728.0
3681,728.0
3682,728.0
3683,728.0
3684,728.0
3685,728.0
3686,728.0
3687,728.0
3688,812.0
3689,812.0
3690,812.0
3691,812.0
3692,812.0
3693,812.0
3694,812.0
3695,812.0
3696,812.0
3697,812.0
3698,812.0
3699,812.0
3700,812.0
3701,812.0
3702,812.0
3703,812.0
3704,812.0
3705,812.0
3706,812.0
3707,812.0
3708,812.0
3709,812.0
3710,812.0
3711,812.0
3712,812.0
3713,812.0
3714,812.0
3715,812.0
3716,812.0
3717,812.0
3718,812.0
3719,812.0
3720,812.0
3721,812.0
3722,812.0
3723,812.0
3724,812.0
3725,812.0
3726,812.0
3727,812.0
3728,812.0
3729,812.0
3730,812.0
3731,812.0
3732,812.0
3733,812.0
3734,812.0
3735,812.0
3736,812.0
3737,812.0
3738,812.0
3739,812.0
3740,812.0
3741,812.0
3742,812.0
3743,812.0
3744,812.0
3745,812.0
3746,812.0
3747,812.0
3748,812.0
3749,812.0
3750,812.0
3751,812.0
3752,812.0
3753,812.0
3754,812.0
3755,812.0
3756,812.0
3757,5392.0
3758,5392.0
3759,5392.0
3760,5392.0
3761,5392.0
3762,5392.0
3763,5392.0
3764,5392.0
3765,5392.0
3766,5392.0
3767,766.0
3768,766.0
3769,766.0
3770,766.0
3771,766.0
3772,766.0
3773,766.0
3774,766.0
3775,766.0
3776,766.0
3777,766.0
3778,766.0
3779,766.0
3780,766.0
3781,766.0
3782,766.0
3783,766.0
3784,766.0
3785,766.0
3786,766.0
3787,766.0
3788,766.0
3789,766.0
3790,766.0
3791,766.0
3792,766.0
3793,766.0
3794,766.0
3795,766.0
3796,766.0
3797,766.0
3798,766.0
3799,766.0
3800,766.0
3801,766.0
3802,766.0
3803,766.0
3804,766.0
3805,766.0
3806,766.0
3807,766.0
3808,766.0
3809,766.0
3810,766.0
3811,766.0
3812,766.0
3813,766.0
3814,766.0
3815,766.0
3816,766.0
3817,766.0
3818,766.0
3819,766.0
3820,766.0
3821,766.0
3822,766.0
3823,766.0
3824,766.0
3825,766.0
3826,766.0
3827,766.0
3828,766.0
3829,766.0
3830,766.0
3831,766.0
3832,766.0
3833,766.0
3834,625.0
3835,625.0
3836,625.0
3837,625.0
3838,625.0
3839,625.0
3840,625.0
3841,625.0
3842,625.0
3843,625.0
3844,625.0
3845,625.0
3846,625.0
3847,625.0
3848,625.0
3849,625.0
3850,625.0
3851,625.0
3852,625.0
3853,625.0
3854,625.0
3855,625.0
3856,625.0
3857,625.0
3858,625.0
3859,625.0
3860,625.0
3861,625.0
3862,625.0
3863,625.0
3864,625.0
3865,625.0
3866,625.0
3867,625.0
3868,625.0
3869,625.0
3870,625.0
3871,625.0
3872,625.0
3873,625.0
3874,625.0
3875,625.0
3876,625.0
3877,625.0
3878,625.0
3879,625.0
3880,625.0
3881,625.0
3882,625.0
3883,625.0
3884,625.0
3885,615.0
3886,615.0
3887,615.0
3888,615.0
3889,615.0
3890,615.0
3891,615.0
3892,615.0
3893,615.0
3894,615.0
3895,615.0
3896,615.0
3897,615.0
3898,615.0
3899,615.0
3900,615.0
3901,615.0
3902,615.0
3903,615.0
3904,615.0
3905,615.0
3906,615.0
3907,615.0
3908,615.0
3909,615.0
3910,615.0
3911,615.0
3912,615.0
3913,615.0
3914,615.0
3915,615.0
3916,615.0
3917,615.0
3918,615.0
3919,615.0
3920,615.0
3921,615.0
3922,615.0
3923,615.0
3924,615.0
3925,615.0
3926,615.0
3927,615.0
3928,615.0
3929,615.0
3930,615.0
3931,615.0
3932,615.0
3933,615.0
3934,615.0
3935,615.0
3936,615.0
3937,615.0
3938,615.0
3939,615.0
3940,615.0
3941,615.0
3942,615.0
3943,615.0
3944,615.0
3945,615.0
3946,615.0
3947,615.0
3948,615.0
3949,615.0
3950,615.0
3951,615.0
3952,615.0
3953,615.0
3954,615.0
3955,615.0
3956,615.0
3957,615.0
3958,615.0
3959,615.0
3960,615.0
3961,615.0
3962,615.0
3963,615.0
3964,615.0
3965,615.0
3966,615.0
3967,615.0
3968,615.0
3969,615.0
3970,615.0
3971,615.0
3972,615.0
3973,615.0
3974,615.0
3975,615.0
3976,615.0
3977,615.0
3978,615.0
3979,615.0
3980,615.0
3981,615.0
3982,615.0
3983,615.0
3984,615.0
3985,615.0
3986,615.0
3987,615.0
3988,615.0
3989,615.0
3990,615.0
3991,615.0
3992,615.0
