,weight
957,837.0
958,837.0
959,837.0
960,837.0
961,837.0
962,533.0
963,533.0
964,533.0
965,533.0
966,533.0
967,533.0
968,533.0
969,533.0
970,533.0
971,586.0
972,586.0
973,586.0
974,586.0
975,586.0
976,586.0
977,586.0
978,586.0
979,586.0
980,586.0
981,586.0
982,586.0
983,586.0
984,586.0
985,586.0
986,586.0
987,586.0
988,586.0
989,586.0
990,586.0
991,586.0
992,586.0
993,586.0
994,517.0
995,517.0
996,517.0
997,517.0
998,517.0
999,517.0
1000,517.0
1001,517.0
1002,517.0
1003,517.0
1004,517.0
1005,517.0
1006,517.0
1007,517.0
1008,517.0
1009,517.0
1010,517.0
1011,517.0
1012,517.0
1013,517.0
1014,517.0
1015,517.0
1016,517.0
1017,517.0
1018,517.0
1019,634.0
1020,634.0
1021,634.0
1022,634.0
1023,634.0
1024,634.0
1025,634.0
1026,634.0
1027,634.0
1028,634.0
1029,988.0
1030,988.0
1031,988.0
1032,988.0
1033,988.0
1034,988.0
1035,988.0
1036,988.0
1037,988.0
1038,988.0
1039,3695.0
1040,1252.0
1041,1252.0
1042,1252.0
1043,1252.0
1044,1252.0
1045,1136.0
1046,1136.0
1047,1136.0
1048,1136.0
1049,1136.0
1050,1196.0
1051,1196.0
1052,1196.0
1053,1196.0
1054,1196.0
1055,1196.0
1056,570.0
1057,570.0
1058,1521.0
1059,1521.0
1060,1521.0
1061,1521.0
1062,1521.0
1063,1521.0
1064,1521.0
1065,1521.0
1066,1521.0
1067,1521.0
1068,1521.0
1069,1521.0
1070,1521.0
1071,2529.0
1072,2529.0
1073,2529.0
1074,2529.0
1075,2529.0
1076,1020.0
1077,1020.0
1078,1020.0
1079,1020.0
1080,1020.0
1081,1020.0
1082,1020.0
1083,1020.0
1084,1020.0
1085,645.0
1086,645.0
1087,645.0
1088,645.0
1089,645.0
1090,645.0
1091,645.0
1092,645.0
1093,645.0
1094,645.0
1095,645.0
1096,645.0
1097,645.0
1098,645.0
1099,645.0
1100,1744.0
1101,1744.0
1102,1744.0
1103,1744.0
1104,1744.0
1105,1744.0
1106,1744.0
1107,1087.0
1108,1087.0
1109,1087.0
1110,1087.0
1111,1087.0
1112,1087.0
1113,1087.0
1114,1087.0
1115,1087.0
1116,1087.0
1117,1087.0
1118,1087.0
1119,1087.0
1120,1087.0
1121,1087.0
1122,1087.0
1123,1087.0
1124,1087.0
1125,1087.0
1126,1087.0
1127,2177.0
1128,2177.0
1129,2177.0
1130,2177.0
1131,2177.0
1132,2177.0
1133,2177.0
1134,532.0
1135,532.0
1136,532.0
1137,532.0
1138,532.0
1139,532.0
1140,532.0
1141,532.0
1142,532.0
1143,532.0
1144,532.0
1145,852.0
1146,852.0
1147,852.0
1148,852.0
1149,852.0
1150,852.0
1151,852.0
1152,852.0
1153,852.0
1154,697.0
1155,697.0
1156,697.0
1157,697.0
1158,697.0
1159,697.0
1160,697.0
1161,697.0
1162,697.0
1163,697.0
1164,697.0
1165,697.0
1166,697.0
1167,697.0
1168,697.0
1169,697.0
1170,1874.0
1171,1874.0
1172,1874.0
1173,1874.0
1174,2095.0
1175,2095.0
1176,2095.0
1177,1068.0
1178,1068.0
1179,380.0
1180,380.0
1181,380.0
1182,380.0
1183,380.0
1184,380.0
1185,380.0
1186,380.0
1187,845.0
1188,845.0
1189,845.0
1190,845.0
1191,845.0
1192,618.0
1193,618.0
1194,1135.0
1195,1135.0
1196,1135.0
1197,361.0
1198,361.0
1199,361.0
1200,361.0
1201,361.0
1202,521.0
1203,521.0
1204,521.0
1205,521.0
1206,1200.0
1207,1200.0
1208,606.0
1209,606.0
1210,606.0
1211,606.0
1212,606.0
1213,606.0
1214,4290.0
1215,1010.0
1216,1465.0
1217,458.0
1218,458.0
1219,458.0
1220,515.0
1221,515.0
1222,138.0
1223,138.0
1224,395.0
1225,3109.0
1226,3109.0
1227,3109.0
1228,3109.0
1229,3109.0
1230,1075.0
1231,1075.0
1232,1075.0
1233,1075.0
1234,1075.0
1235,1075.0
1236,1075.0
1237,1075.0
1238,1075.0
1239,1075.0
1240,1075.0
1241,1075.0
1242,1075.0
1243,1075.0
1244,1075.0
1245,1075.0
1246,1075.0
1247,1075.0
1248,1075.0
1249,1075.0
1250,1075.0
1251,1075.0
1252,1075.0
1253,1075.0
1254,2301.0
1255,2301.0
1256,2301.0
1257,873.0
1258,873.0
1259,873.0
1260,873.0
1261,873.0
1262,873.0
1263,873.0
1264,873.0
1265,873.0
1266,873.0
1267,873.0
1268,873.0
1269,873.0
1270,873.0
1271,873.0
1272,873.0
1273,873.0
1274,873.0
1275,873.0
1276,873.0
1277,873.0
1278,873.0
1279,873.0
1280,873.0
1281,873.0
1282,873.0
1283,873.0
1284,873.0
1285,873.0
1286,873.0
1287,873.0
1288,873.0
1289,873.0
1290,873.0
1291,873.0
1292,873.0
1293,873.0
1294,873.0
1295,873.0
1296,873.0
1297,873.0
1298,873.0
1299,873.0
1300,873.0
1301,873.0
1302,873.0
1303,873.0
1304,873.0
1305,873.0
1306,787.0
1307,787.0
1308,787.0
1309,787.0
1310,787.0
1311,787.0
1312,787.0
1313,787.0
1314,787.0
1315,787.0
1316,787.0
1317,787.0
1318,787.0
1319,787.0
1320,787.0
1321,787.0
1322,787.0
1323,787.0
1324,787.0
1325,787.0
1326,787.0
1327,787.0
1328,787.0
1329,787.0
1330,787.0
1331,787.0
1332,787.0
1333,787.0
1334,787.0
1335,787.0
1336,787.0
1337,787.0
1338,787.0
1339,787.0
1340,787.0
1341,787.0
1342,787.0
1343,787.0
1344,787.0
1345,787.0
1346,787.0
1347,787.0
1348,787.0
1349,1182.0
1350,1182.0
1351,1182.0
1352,1182.0
1353,1182.0
1354,1182.0
1355,1182.0
1356,1182.0
1357,1182.0
1358,1182.0
1359,1182.0
1360,1182.0
1361,1182.0
1362,1182.0
1363,1182.0
1364,1182.0
1365,1182.0
1366,1182.0
1367,1182.0
1368,1182.0
1369,8210.0
1370,8210.0
1371,512.0
1372,512.0
1373,512.0
1374,512.0
1375,512.0
1376,512.0
1377,512.0
1378,512.0
1379,512.0
1380,512.0
1381,512.0
1382,512.0
1383,512.0
1384,512.0
1385,512.0
1386,512.0
1387,512.0
1388,512.0
1389,512.0
1390,512.0
1391,512.0
1392,512.0
1393,512.0
1394,512.0
1395,512.0
1396,512.0
1397,512.0
1398,512.0
1399,512.0
1400,512.0
1401,512.0
1402,512.0
1403,512.0
1404,968.0
1405,968.0
1406,968.0
1407,968.0
1408,968.0
1409,968.0
1410,968.0
1411,968.0
1412,968.0
1413,893.0
1414,893.0
1415,893.0
1416,893.0
1417,893.0
1418,893.0
1419,893.0
1420,893.0
1421,893.0
1422,893.0
1423,893.0
1424,893.0
1425,893.0
1426,893.0
1427,893.0
1428,893.0
1429,893.0
1430,893.0
1431,893.0
1432,893.0
1433,893.0
1434,893.0
1435,893.0
1436,893.0
1437,893.0
1438,893.0
1439,893.0
1440,893.0
1441,893.0
1442,893.0
1443,893.0
1444,714.0
1445,714.0
1446,714.0
1447,714.0
1448,714.0
1449,714.0
1450,714.0
1451,714.0
1452,714.0
1453,714.0
1454,714.0
1455,714.0
1456,714.0
1457,714.0
1458,714.0
1459,714.0
1460,714.0
1461,714.0
1462,714.0
1463,714.0
1464,714.0
1465,714.0
1466,714.0
1467,714.0
1468,714.0
1469,714.0
1470,714.0
1471,714.0
1472,714.0
1473,544.0
1474,544.0
1475,544.0
1476,544.0
1477,544.0
1478,544.0
1479,544.0
1480,544.0
1481,544.0
1482,544.0
1483,544.0
1484,544.0
1485,544.0
1486,544.0
1487,544.0
1488,544.0
1489,544.0
1490,544.0
1491,544.0
1492,544.0
1493,544.0
1494,544.0
1495,544.0
1496,544.0
1497,544.0
1498,544.0
1499,544.0
1500,544.0
1501,856.0
1502,856.0
1503,856.0
1504,856.0
1505,856.0
1506,856.0
1507,856.0
1508,856.0
1509,856.0
1510,856.0
1511,856.0
1512,856.0
1513,856.0
1514,856.0
1515,856.0
1516,856.0
1517,856.0
1518,856.0
1519,856.0
1520,856.0
1521,856.0
1522,856.0
1523,856.0
1524,856.0
1525,856.0
1526,856.0
1527,856.0
1528,856.0
1529,789.0
1530,789.0
1531,789.0
1532,789.0
1533,789.0
1534,789.0
1535,789.0
1536,789.0
1537,789.0
1538,789.0
1539,789.0
1540,789.0
1541,789.0
1542,789.0
1543,789.0
1544,789.0
1545,789.0
1546,916.0
1547,916.0
1548,916.0
1549,916.0
1550,916.0
1551,916.0
1552,916.0
1553,916.0
1554,916.0
1555,916.0
1556,916.0
1557,916.0
1558,916.0
1559,916.0
1560,916.0
1561,916.0
1562,916.0
1563,916.0
1564,916.0
1565,916.0
1566,916.0
1567,916.0
1568,916.0
1569,916.0
1570,916.0
1571,916.0
1572,916.0
1573,916.0
1574,916.0
1575,916.0
1576,916.0
1577,916.0
1578,916.0
1579,916.0
1580,916.0
1581,916.0
1582,769.0
1583,769.0
1584,769.0
1585,769.0
1586,769.0
1587,769.0
1588,769.0
1589,769.0
1590,769.0
1591,769.0
1592,769.0
1593,769.0
1594,769.0
1595,769.0
1596,769.0
1597,769.0
1598,769.0
1599,769.0
1600,769.0
1601,769.0
1602,769.0
1603,769.0
1604,769.0
1605,769.0
1606,769.0
1607,769.0
1608,769.0
1609,769.0
1610,769.0
1611,769.0
1612,769.0
1613,769.0
1614,769.0
1615,769.0
1616,980.0
1617,980.0
1618,980.0
1619,980.0
1620,980.0
1621,980.0
1622,980.0
1623,980.0
1624,980.0
1625,980.0
1626,980.0
1627,980.0
1628,980.0
1629,980.0
1630,980.0
1631,980.0
1632,980.0
1633,980.0
1634,980.0
1635,980.0
1636,980.0
1637,4114.0
1638,4114.0
1639,4114.0
1640,4114.0
1641,4114.0
1642,1010.0
1643,1010.0
1644,1010.0
1645,1010.0
1646,1010.0
1647,1010.0
1648,1010.0
1649,1010.0
1650,1010.0
1651,1010.0
1652,1010.0
1653,1010.0
1654,1010.0
1655,1010.0
1656,1010.0
1657,1010.0
1658,1010.0
1659,983.0
1660,983.0
1661,983.0
1662,983.0
1663,983.0
1664,983.0
1665,983.0
1666,983.0
1667,624.0
1668,624.0
1669,624.0
1670,624.0
1671,624.0
1672,624.0
1673,624.0
1674,624.0
1675,624.0
1676,624.0
1677,624.0
1678,624.0
1679,624.0
1680,624.0
1681,624.0
1682,624.0
1683,624.0
1684,624.0
1685,624.0
1686,624.0
1687,624.0
1688,624.0
1689,624.0
1690,624.0
1691,624.0
1692,624.0
1693,624.0
1694,624.0
1695,624.0
1696,624.0
1697,624.0
1698,624.0
1699,624.0
1700,624.0
1701,624.0
1702,624.0
1703,624.0
1704,624.0
1705,624.0
1706,624.0
1707,624.0
1708,624.0
1709,624.0
1710,624.0
1711,624.0
1712,624.0
1713,624.0
1714,624.0
1715,624.0
1716,624.0
1717,624.0
1718,495.0
1719,495.0
1720,495.0
1721,495.0
1722,495.0
1723,495.0
1724,495.0
1725,495.0
1726,495.0
1727,495.0
1728,495.0
1729,495.0
1730,495.0
1731,495.0
1732,495.0
1733,495.0
1734,495.0
1735,495.0
1736,495.0
1737,495.0
1738,495.0
1739,495.0
1740,495.0
1741,495.0
1742,495.0
1743,495.0
1744,495.0
1745,495.0
1746,495.0
1747,495.0
1748,495.0
1749,495.0
1750,495.0
1751,495.0
1752,495.0
1753,495.0
1754,495.0
1755,495.0
1756,495.0
1757,495.0
1758,495.0
1759,495.0
1760,495.0
1761,495.0
1762,495.0
1763,495.0
1764,495.0
1765,495.0
1766,600.0
1767,600.0
1768,600.0
1769,600.0
1770,600.0
1771,600.0
1772,600.0
1773,600.0
1774,600.0
1775,600.0
1776,600.0
1777,600.0
1778,600.0
1779,600.0
1780,600.0
1781,600.0
1782,600.0
1783,600.0
1784,600.0
1785,600.0
1786,600.0
1787,600.0
1788,600.0
1789,600.0
1790,600.0
1791,600.0
1792,600.0
1793,600.0
1794,600.0
1795,600.0
1796,600.0
1797,600.0
1798,1678.0
1799,1678.0
1800,1124.0
1801,1124.0
1802,1124.0
1803,1124.0
1804,1124.0
1805,1124.0
1806,1124.0
1807,1124.0
1808,1124.0
1809,1124.0
1810,1124.0
1811,1124.0
1812,1124.0
1813,1124.0
1814,1124.0
1815,1124.0
1816,1124.0
1817,1383.0
1818,1383.0
1819,1383.0
1820,1383.0
1821,1002.0
1822,1002.0
1823,1002.0
1824,1002.0
1825,1002.0
1826,1002.0
1827,1002.0
1828,1002.0
1829,1002.0
1830,1002.0
1831,1130.0
1832,1130.0
1833,1130.0
1834,1130.0
1835,1130.0
1836,1130.0
1837,1130.0
1838,1130.0
1839,1130.0
1840,1130.0
1841,1271.0
1842,1271.0
1843,1271.0
1844,1271.0
1845,1271.0
1846,1271.0
1847,1271.0
1848,1271.0
1849,1271.0
1850,1137.0
1851,1137.0
1852,1137.0
1853,1137.0
1854,1137.0
1855,1400.0
1856,1400.0
1857,1400.0
1858,1400.0
1859,1400.0
1860,1400.0
1861,1400.0
1862,1400.0
1863,1400.0
1864,1400.0
1865,1400.0
1866,1400.0
1867,1400.0
1868,1400.0
1869,1400.0
1870,1400.0
1871,1400.0
1872,1400.0
1873,1400.0
1874,1400.0
1875,1400.0
1876,1400.0
1877,1400.0
1878,1400.0
1879,1461.0
1880,1461.0
1881,1461.0
1882,1461.0
1883,1461.0
1884,1461.0
1885,1461.0
1886,1461.0
1887,1461.0
1888,1461.0
1889,1461.0
1890,1461.0
1891,1461.0
1892,1461.0
1893,1461.0
1894,1461.0
1895,1461.0
1896,985.0
1897,985.0
1898,985.0
1899,985.0
1900,985.0
1901,985.0
1902,985.0
1903,985.0
1904,985.0
1905,985.0
1906,985.0
1907,985.0
1908,985.0
1909,985.0
1910,776.0
1911,776.0
1912,776.0
1913,776.0
1914,776.0
1915,776.0
1916,776.0
1917,776.0
1918,776.0
1919,776.0
1920,776.0
1921,776.0
1922,776.0
1923,776.0
1924,776.0
1925,776.0
1926,776.0
1927,776.0
1928,776.0
1929,776.0
1930,765.0
1931,765.0
1932,765.0
1933,765.0
1934,765.0
1935,765.0
1936,765.0
1937,765.0
1938,765.0
1939,765.0
1940,765.0
1941,765.0
1942,765.0
1943,765.0
1944,765.0
1945,765.0
1946,765.0
1947,765.0
1948,765.0
1949,765.0
1950,765.0
1951,765.0
1952,765.0
1953,765.0
1954,2825.0
1955,2825.0
1956,1277.0
1957,1277.0
1958,1277.0
1959,1277.0
1960,1277.0
1961,1277.0
1962,1277.0
1963,1277.0
1964,1277.0
1965,1277.0
1966,1277.0
1967,1277.0
1968,1277.0
1969,1277.0
1970,1277.0
1971,1277.0
1972,1277.0
1973,1277.0
1974,1277.0
1975,1277.0
1976,1277.0
1977,1277.0
1978,1277.0
1979,1277.0
1980,1277.0
1981,1277.0
1982,1277.0
1983,2995.0
1984,2995.0
1985,2995.0
1986,2995.0
1987,2995.0
1988,2995.0
1989,2995.0
1990,2995.0
1991,2995.0
1992,2995.0
1993,2369.0
1994,2369.0
1995,2369.0
1996,2369.0
1997,2369.0
1998,2369.0
1999,2369.0
2000,1248.0
2001,1248.0
2002,1248.0
2003,1248.0
2004,1248.0
2005,1248.0
2006,1248.0
2007,1248.0
2008,1248.0
2009,1248.0
2010,1248.0
2011,1301.0
2012,1301.0
2013,1301.0
2014,1301.0
2015,1301.0
2016,1301.0
2017,1301.0
2018,1301.0
2019,1301.0
2020,1301.0
2021,1301.0
2022,1301.0
2023,1451.0
2024,1451.0
2025,1451.0
2026,1451.0
2027,1451.0
2028,1451.0
2029,1451.0
2030,1451.0
2031,1451.0
2032,1451.0
2033,1881.0
